or,de,Time
360+Lesmill+Road+North+York,HIGHWAY+407+STATION,12679
25+Canterbury+Place+North+York,HIGHWAY+407+STATION,8193
"490+Sherbourne+Street,+2nd+floor+Toronto",HIGHWAY+407+STATION,16581
512+Jarvis+St.+Toronto,HIGHWAY+407+STATION,16281
86+Lombard+St.+Toronto,HIGHWAY+407+STATION,17880
1161+Caledonia+Road+Toronto,HIGHWAY+407+STATION,8871
412+Queen+Street+East+Toronto,HIGHWAY+407+STATION,18165
702+Kennedy+Rd+Toronto,HIGHWAY+407+STATION,21098
1322+Bloor+Street+West+Toronto,HIGHWAY+407+STATION,12983
3576+St.+Clair+Avenue+East+Scarborough,HIGHWAY+407+STATION,22255
805A+Wellington+Street+W+Toronto,HIGHWAY+407+STATION,15802
422+Gilbert+Avenue+Toronto,HIGHWAY+407+STATION,10613
1076+Pape+Avenue+Toronto,HIGHWAY+407+STATION,16954
14+Vaughan+Road+Toronto,HIGHWAY+407+STATION,13246
558+Bathurst+Street+Toronto,HIGHWAY+407+STATION,15373
126+Pape+Avenue+Toronto,HIGHWAY+407+STATION,19465
60+Newcastle+Street+Toronto,HIGHWAY+407+STATION,15312
70+Gerrard+St.+E.+Toronto,HIGHWAY+407+STATION,16822
3410+Bayview+Avenue+Toronto,HIGHWAY+407+STATION,8759
525+Bloor+Street+East+Toronto,HIGHWAY+407+STATION,16375
87+Pembroke+St+Toronto,HIGHWAY+407+STATION,17266
101+Ontario+Street+Toronto,HIGHWAY+407+STATION,18266
2808+Dundas+St+W+Toronto,HIGHWAY+407+STATION,11397
723+Queen+Street+West+Toronto,HIGHWAY+407+STATION,15692
107+Jarvis+Street+Toronto,HIGHWAY+407+STATION,17962
Sherbourne+Street+Toronto,HIGHWAY+407+STATION,17129
29+Leslie+Street+Toronto,HIGHWAY+407+STATION,20128
2671+Islington+Avenue+Toronto,HIGHWAY+407+STATION,6064
502+Spadina+Ave.+Toronto,HIGHWAY+407+STATION,16026
191+Spadina+Road+Toronto,HIGHWAY+407+STATION,14598
95+Wellesley+St.+E.+Toronto,HIGHWAY+407+STATION,16363
23+Grange+Road+Toronto,HIGHWAY+407+STATION,16589
875+Queen+St+E+Toronto,HIGHWAY+407+STATION,19271
7+Vanauley+Street+Toronto,HIGHWAY+407+STATION,16214
21+Walmer+Rd.+Toronto,HIGHWAY+407+STATION,14987
80+Woodlawn+Ave.+East+Toronto,HIGHWAY+407+STATION,14558
6+Warrendale+Court+Etobicoke,HIGHWAY+407+STATION,7033
348+Davenport+Rd.+Toronto,HIGHWAY+407+STATION,14730
167+College+Street+Toronto,HIGHWAY+407+STATION,16424
702+Kennedy+Road+Scarborough,HIGHWAY+407+STATION,21098
265+Queens+Drive+Toronto,HIGHWAY+407+STATION,6680
248+Dufferin+Street+Toronto,HIGHWAY+407+STATION,15010
177+Caledonia+Rd+Toronto,HIGHWAY+407+STATION,11073
747+Warden+Ave+Toronto,HIGHWAY+407+STATION,20110
100+Lippincott+Street+Toronto,ISLINGTON+STATION,7794
973+Lansdowne+Avenue+Toronto,ISLINGTON+STATION,5846
43+Christie+Street+Toronto,ISLINGTON+STATION,6828
1229+Ellesmere+Road+Toronto,ISLINGTON+STATION,21310
1651+Sheppard+Ave+West+Toronto,ISLINGTON+STATION,10531
4222+Kingston+Road+Toronto,ISLINGTON+STATION,23172
38+Bathrust+St+Toronto,ISLINGTON+STATION,8368
291+Sherbourne+Street+Toronto,ISLINGTON+STATION,10065
3306+Kingston+Road+Toronto,ISLINGTON+STATION,20325
339+George+Street+Toronto,ISLINGTON+STATION,10003
129+Peter+St+Toronto,ISLINGTON+STATION,8700
674+Dundas+St.+W+Toronto,ISLINGTON+STATION,7858
616+Vaughan+Road+Toronto+Toronto,ISLINGTON+STATION,7595
20+Gerrard+Street+East+Toronto,ISLINGTON+STATION,9430
2714+Danforth+Avenue+Toronto,ISLINGTON+STATION,14282
349+George+Street+Toronto,ISLINGTON+STATION,9929
60+Brant+Street+Toronto,ISLINGTON+STATION,8402
360+Lesmill+Road+North+York,ISLINGTON+STATION,17505
25+Canterbury+Place+North+York,ISLINGTON+STATION,15812
"490+Sherbourne+Street,+2nd+floor+Toronto",ISLINGTON+STATION,9765
512+Jarvis+St.+Toronto,ISLINGTON+STATION,9460
86+Lombard+St.+Toronto,ISLINGTON+STATION,10008
1161+Caledonia+Road+Toronto,ISLINGTON+STATION,8398
412+Queen+Street+East+Toronto,ISLINGTON+STATION,10657
702+Kennedy+Rd+Toronto,ISLINGTON+STATION,18641
1322+Bloor+Street+West+Toronto,ISLINGTON+STATION,5154
3576+St.+Clair+Avenue+East+Scarborough,ISLINGTON+STATION,17928
805A+Wellington+Street+W+Toronto,ISLINGTON+STATION,7930
422+Gilbert+Avenue+Toronto,ISLINGTON+STATION,6454
1076+Pape+Avenue+Toronto,ISLINGTON+STATION,12025
14+Vaughan+Road+Toronto,ISLINGTON+STATION,7656
558+Bathurst+Street+Toronto,ISLINGTON+STATION,7747
126+Pape+Avenue+Toronto,ISLINGTON+STATION,12303
60+Newcastle+Street+Toronto,ISLINGTON+STATION,3419
70+Gerrard+St.+E.+Toronto,ISLINGTON+STATION,9642
3410+Bayview+Avenue+Toronto,ISLINGTON+STATION,19063
525+Bloor+Street+East+Toronto,ISLINGTON+STATION,9559
87+Pembroke+St+Toronto,ISLINGTON+STATION,10004
101+Ontario+Street+Toronto,ISLINGTON+STATION,10393
2808+Dundas+St+W+Toronto,ISLINGTON+STATION,4747
723+Queen+Street+West+Toronto,ISLINGTON+STATION,7819
107+Jarvis+Street+Toronto,ISLINGTON+STATION,10090
Sherbourne+Street+Toronto,ISLINGTON+STATION,9977
29+Leslie+Street+Toronto,ISLINGTON+STATION,12828
2671+Islington+Avenue+Toronto,ISLINGTON+STATION,8179
502+Spadina+Ave.+Toronto,ISLINGTON+STATION,8154
191+Spadina+Road+Toronto,ISLINGTON+STATION,8150
95+Wellesley+St.+E.+Toronto,ISLINGTON+STATION,9469
23+Grange+Road+Toronto,ISLINGTON+STATION,8717
875+Queen+St+E+Toronto,ISLINGTON+STATION,11868
7+Vanauley+Street+Toronto,ISLINGTON+STATION,8342
21+Walmer+Rd.+Toronto,ISLINGTON+STATION,7676
80+Woodlawn+Ave.+East+Toronto,ISLINGTON+STATION,9715
6+Warrendale+Court+Etobicoke,ISLINGTON+STATION,8804
348+Davenport+Rd.+Toronto,ISLINGTON+STATION,8626
167+College+Street+Toronto,ISLINGTON+STATION,8551
702+Kennedy+Road+Scarborough,ISLINGTON+STATION,18641
265+Queens+Drive+Toronto,ISLINGTON+STATION,6432
248+Dufferin+Street+Toronto,ISLINGTON+STATION,6975
177+Caledonia+Rd+Toronto,ISLINGTON+STATION,5786
747+Warden+Ave+Toronto,ISLINGTON+STATION,17109
100+Lippincott+Street+Toronto,JANE+STATION,5162
973+Lansdowne+Avenue+Toronto,JANE+STATION,3214
43+Christie+Street+Toronto,JANE+STATION,4196
1229+Ellesmere+Road+Toronto,JANE+STATION,19372
1651+Sheppard+Ave+West+Toronto,JANE+STATION,9160
4222+Kingston+Road+Toronto,JANE+STATION,20541
38+Bathrust+St+Toronto,JANE+STATION,5736
291+Sherbourne+Street+Toronto,JANE+STATION,7433
3306+Kingston+Road+Toronto,JANE+STATION,17693
339+George+Street+Toronto,JANE+STATION,7372
129+Peter+St+Toronto,JANE+STATION,6069
674+Dundas+St.+W+Toronto,JANE+STATION,5227
616+Vaughan+Road+Toronto+Toronto,JANE+STATION,5801
20+Gerrard+Street+East+Toronto,JANE+STATION,6799
2714+Danforth+Avenue+Toronto,JANE+STATION,11650
349+George+Street+Toronto,JANE+STATION,7298
60+Brant+Street+Toronto,JANE+STATION,5770
360+Lesmill+Road+North+York,JANE+STATION,15716
25+Canterbury+Place+North+York,JANE+STATION,14338
"490+Sherbourne+Street,+2nd+floor+Toronto",JANE+STATION,7134
512+Jarvis+St.+Toronto,JANE+STATION,6828
86+Lombard+St.+Toronto,JANE+STATION,7376
1161+Caledonia+Road+Toronto,JANE+STATION,6861
412+Queen+Street+East+Toronto,JANE+STATION,8025
702+Kennedy+Rd+Toronto,JANE+STATION,16009
1322+Bloor+Street+West+Toronto,JANE+STATION,2522
3576+St.+Clair+Avenue+East+Scarborough,JANE+STATION,15296
805A+Wellington+Street+W+Toronto,JANE+STATION,5298
422+Gilbert+Avenue+Toronto,JANE+STATION,4660
1076+Pape+Avenue+Toronto,JANE+STATION,9393
14+Vaughan+Road+Toronto,JANE+STATION,5825
558+Bathurst+Street+Toronto,JANE+STATION,5115
126+Pape+Avenue+Toronto,JANE+STATION,9671
60+Newcastle+Street+Toronto,JANE+STATION,4130
70+Gerrard+St.+E.+Toronto,JANE+STATION,7011
3410+Bayview+Avenue+Toronto,JANE+STATION,17509
525+Bloor+Street+East+Toronto,JANE+STATION,6928
87+Pembroke+St+Toronto,JANE+STATION,7372
101+Ontario+Street+Toronto,JANE+STATION,7762
2808+Dundas+St+W+Toronto,JANE+STATION,2293
723+Queen+Street+West+Toronto,JANE+STATION,5188
107+Jarvis+Street+Toronto,JANE+STATION,7458
Sherbourne+Street+Toronto,JANE+STATION,7345
29+Leslie+Street+Toronto,JANE+STATION,10197
2671+Islington+Avenue+Toronto,JANE+STATION,9645
502+Spadina+Ave.+Toronto,JANE+STATION,5522
191+Spadina+Road+Toronto,JANE+STATION,5518
95+Wellesley+St.+E.+Toronto,JANE+STATION,6838
23+Grange+Road+Toronto,JANE+STATION,6085
875+Queen+St+E+Toronto,JANE+STATION,9237
7+Vanauley+Street+Toronto,JANE+STATION,5710
21+Walmer+Rd.+Toronto,JANE+STATION,5045
80+Woodlawn+Ave.+East+Toronto,JANE+STATION,7270
6+Warrendale+Court+Etobicoke,JANE+STATION,10691
348+Davenport+Rd.+Toronto,JANE+STATION,5994
167+College+Street+Toronto,JANE+STATION,5920
702+Kennedy+Road+Scarborough,JANE+STATION,16009
265+Queens+Drive+Toronto,JANE+STATION,5062
248+Dufferin+Street+Toronto,JANE+STATION,4506
177+Caledonia+Rd+Toronto,JANE+STATION,3992
747+Warden+Ave+Toronto,JANE+STATION,14477
100+Lippincott+Street+Toronto,KEELE+STATION,3713
973+Lansdowne+Avenue+Toronto,KEELE+STATION,1765
43+Christie+Street+Toronto,KEELE+STATION,2747
1229+Ellesmere+Road+Toronto,KEELE+STATION,17923
1651+Sheppard+Ave+West+Toronto,KEELE+STATION,9614
4222+Kingston+Road+Toronto,KEELE+STATION,19091
38+Bathrust+St+Toronto,KEELE+STATION,4287
291+Sherbourne+Street+Toronto,KEELE+STATION,5984
3306+Kingston+Road+Toronto,KEELE+STATION,16244
339+George+Street+Toronto,KEELE+STATION,5923
129+Peter+St+Toronto,KEELE+STATION,4619
674+Dundas+St.+W+Toronto,KEELE+STATION,3777
616+Vaughan+Road+Toronto+Toronto,KEELE+STATION,4427
20+Gerrard+Street+East+Toronto,KEELE+STATION,5350
2714+Danforth+Avenue+Toronto,KEELE+STATION,10201
349+George+Street+Toronto,KEELE+STATION,5849
60+Brant+Street+Toronto,KEELE+STATION,4321
360+Lesmill+Road+North+York,KEELE+STATION,14342
25+Canterbury+Place+North+York,KEELE+STATION,12964
"490+Sherbourne+Street,+2nd+floor+Toronto",KEELE+STATION,5685
512+Jarvis+St.+Toronto,KEELE+STATION,5379
86+Lombard+St.+Toronto,KEELE+STATION,5927
1161+Caledonia+Road+Toronto,KEELE+STATION,5486
412+Queen+Street+East+Toronto,KEELE+STATION,6576
702+Kennedy+Rd+Toronto,KEELE+STATION,14560
1322+Bloor+Street+West+Toronto,KEELE+STATION,1073
3576+St.+Clair+Avenue+East+Scarborough,KEELE+STATION,13847
805A+Wellington+Street+W+Toronto,KEELE+STATION,3849
422+Gilbert+Avenue+Toronto,KEELE+STATION,3286
1076+Pape+Avenue+Toronto,KEELE+STATION,7944
14+Vaughan+Road+Toronto,KEELE+STATION,4376
558+Bathurst+Street+Toronto,KEELE+STATION,3666
126+Pape+Avenue+Toronto,KEELE+STATION,8222
60+Newcastle+Street+Toronto,KEELE+STATION,4938
70+Gerrard+St.+E.+Toronto,KEELE+STATION,5562
3410+Bayview+Avenue+Toronto,KEELE+STATION,16135
525+Bloor+Street+East+Toronto,KEELE+STATION,5479
87+Pembroke+St+Toronto,KEELE+STATION,5923
101+Ontario+Street+Toronto,KEELE+STATION,6313
2808+Dundas+St+W+Toronto,KEELE+STATION,919
723+Queen+Street+West+Toronto,KEELE+STATION,3739
107+Jarvis+Street+Toronto,KEELE+STATION,6009
Sherbourne+Street+Toronto,KEELE+STATION,5896
29+Leslie+Street+Toronto,KEELE+STATION,8748
2671+Islington+Avenue+Toronto,KEELE+STATION,10131
502+Spadina+Ave.+Toronto,KEELE+STATION,4073
191+Spadina+Road+Toronto,KEELE+STATION,4069
95+Wellesley+St.+E.+Toronto,KEELE+STATION,5389
23+Grange+Road+Toronto,KEELE+STATION,4636
875+Queen+St+E+Toronto,KEELE+STATION,7787
7+Vanauley+Street+Toronto,KEELE+STATION,4261
21+Walmer+Rd.+Toronto,KEELE+STATION,3596
80+Woodlawn+Ave.+East+Toronto,KEELE+STATION,5821
6+Warrendale+Court+Etobicoke,KEELE+STATION,11177
348+Davenport+Rd.+Toronto,KEELE+STATION,4545
167+College+Street+Toronto,KEELE+STATION,4471
702+Kennedy+Road+Scarborough,KEELE+STATION,14560
265+Queens+Drive+Toronto,KEELE+STATION,5515
248+Dufferin+Street+Toronto,KEELE+STATION,3057
177+Caledonia+Rd+Toronto,KEELE+STATION,2618
747+Warden+Ave+Toronto,KEELE+STATION,13028
100+Lippincott+Street+Toronto,KENNEDY+STATION,1758503
973+Lansdowne+Avenue+Toronto,KENNEDY+STATION,1756466
43+Christie+Street+Toronto,KENNEDY+STATION,1757612
1229+Ellesmere+Road+Toronto,KENNEDY+STATION,1771866
1651+Sheppard+Ave+West+Toronto,KENNEDY+STATION,1757926
4222+Kingston+Road+Toronto,KENNEDY+STATION,1773957
38+Bathrust+St+Toronto,KENNEDY+STATION,1758214
291+Sherbourne+Street+Toronto,KENNEDY+STATION,1760727
3306+Kingston+Road+Toronto,KENNEDY+STATION,1771109
339+George+Street+Toronto,KENNEDY+STATION,1760585
129+Peter+St+Toronto,KENNEDY+STATION,1758780
674+Dundas+St.+W+Toronto,KENNEDY+STATION,1758490
616+Vaughan+Road+Toronto+Toronto,KENNEDY+STATION,1758421
20+Gerrard+Street+East+Toronto,KENNEDY+STATION,1760140
2714+Danforth+Avenue+Toronto,KENNEDY+STATION,1765067
349+George+Street+Toronto,KENNEDY+STATION,1760632
60+Brant+Street+Toronto,KENNEDY+STATION,1758482
360+Lesmill+Road+North+York,KENNEDY+STATION,1766634
25+Canterbury+Place+North+York,KENNEDY+STATION,1762402
"490+Sherbourne+Street,+2nd+floor+Toronto",KENNEDY+STATION,1760550
512+Jarvis+St.+Toronto,KENNEDY+STATION,1760244
86+Lombard+St.+Toronto,KENNEDY+STATION,1760087
1161+Caledonia+Road+Toronto,KENNEDY+STATION,1757881
412+Queen+Street+East+Toronto,KENNEDY+STATION,1760737
702+Kennedy+Rd+Toronto,KENNEDY+STATION,1770257
1322+Bloor+Street+West+Toronto,KENNEDY+STATION,1755938
3576+St.+Clair+Avenue+East+Scarborough,KENNEDY+STATION,1768712
805A+Wellington+Street+W+Toronto,KENNEDY+STATION,1757608
422+Gilbert+Avenue+Toronto,KENNEDY+STATION,1757199
1076+Pape+Avenue+Toronto,KENNEDY+STATION,1762810
14+Vaughan+Road+Toronto,KENNEDY+STATION,1758253
558+Bathurst+Street+Toronto,KENNEDY+STATION,1758532
126+Pape+Avenue+Toronto,KENNEDY+STATION,1762428
60+Newcastle+Street+Toronto,KENNEDY+STATION,1751649
70+Gerrard+St.+E.+Toronto,KENNEDY+STATION,1760352
3410+Bayview+Avenue+Toronto,KENNEDY+STATION,1763577
525+Bloor+Street+East+Toronto,KENNEDY+STATION,1760344
87+Pembroke+St+Toronto,KENNEDY+STATION,1760600
101+Ontario+Street+Toronto,KENNEDY+STATION,1760473
2808+Dundas+St+W+Toronto,KENNEDY+STATION,1755345
723+Queen+Street+West+Toronto,KENNEDY+STATION,1757899
107+Jarvis+Street+Toronto,KENNEDY+STATION,1760169
Sherbourne+Street+Toronto,KENNEDY+STATION,1760687
29+Leslie+Street+Toronto,KENNEDY+STATION,1762908
2671+Islington+Avenue+Toronto,KENNEDY+STATION,1752767
502+Spadina+Ave.+Toronto,KENNEDY+STATION,1758864
191+Spadina+Road+Toronto,KENNEDY+STATION,1758934
95+Wellesley+St.+E.+Toronto,KENNEDY+STATION,1760254
23+Grange+Road+Toronto,KENNEDY+STATION,1759097
875+Queen+St+E+Toronto,KENNEDY+STATION,1761948
7+Vanauley+Street+Toronto,KENNEDY+STATION,1758421
21+Walmer+Rd.+Toronto,KENNEDY+STATION,1758461
80+Woodlawn+Ave.+East+Toronto,KENNEDY+STATION,1760312
6+Warrendale+Court+Etobicoke,KENNEDY+STATION,1751836
348+Davenport+Rd.+Toronto,KENNEDY+STATION,1759279
167+College+Street+Toronto,KENNEDY+STATION,1759255
702+Kennedy+Road+Scarborough,KENNEDY+STATION,1770257
265+Queens+Drive+Toronto,KENNEDY+STATION,1755718
248+Dufferin+Street+Toronto,KENNEDY+STATION,1756618
177+Caledonia+Rd+Toronto,KENNEDY+STATION,1757262
747+Warden+Ave+Toronto,KENNEDY+STATION,1767893
100+Lippincott+Street+Toronto,KING+STATION,2561
973+Lansdowne+Avenue+Toronto,KING+STATION,5440
43+Christie+Street+Toronto,KING+STATION,3778
1229+Ellesmere+Road+Toronto,KING+STATION,14454
1651+Sheppard+Ave+West+Toronto,KING+STATION,12828
4222+Kingston+Road+Toronto,KING+STATION,14868
38+Bathrust+St+Toronto,KING+STATION,1780
291+Sherbourne+Street+Toronto,KING+STATION,1302
3306+Kingston+Road+Toronto,KING+STATION,12073
339+George+Street+Toronto,KING+STATION,1160
129+Peter+St+Toronto,KING+STATION,1122
674+Dundas+St.+W+Toronto,KING+STATION,2007
616+Vaughan+Road+Toronto+Toronto,KING+STATION,5959
20+Gerrard+Street+East+Toronto,KING+STATION,905
2714+Danforth+Avenue+Toronto,KING+STATION,6554
349+George+Street+Toronto,KING+STATION,1207
60+Brant+Street+Toronto,KING+STATION,1403
360+Lesmill+Road+North+York,KING+STATION,11457
25+Canterbury+Place+North+York,KING+STATION,10565
"490+Sherbourne+Street,+2nd+floor+Toronto",KING+STATION,1855
512+Jarvis+St.+Toronto,KING+STATION,1798
86+Lombard+St.+Toronto,KING+STATION,459
1161+Caledonia+Road+Toronto,KING+STATION,9159
412+Queen+Street+East+Toronto,KING+STATION,1308
702+Kennedy+Rd+Toronto,KING+STATION,10944
1322+Bloor+Street+West+Toronto,KING+STATION,4822
3576+St.+Clair+Avenue+East+Scarborough,KING+STATION,10004
805A+Wellington+Street+W+Toronto,KING+STATION,2162
422+Gilbert+Avenue+Toronto,KING+STATION,7822
1076+Pape+Avenue+Toronto,KING+STATION,4748
14+Vaughan+Road+Toronto,KING+STATION,4324
558+Bathurst+Street+Toronto,KING+STATION,2677
126+Pape+Avenue+Toronto,KING+STATION,2804
60+Newcastle+Street+Toronto,KING+STATION,8706
70+Gerrard+St.+E.+Toronto,KING+STATION,1092
3410+Bayview+Avenue+Toronto,KING+STATION,13310
525+Bloor+Street+East+Toronto,KING+STATION,2377
87+Pembroke+St+Toronto,KING+STATION,1162
101+Ontario+Street+Toronto,KING+STATION,941
2808+Dundas+St+W+Toronto,KING+STATION,6114
723+Queen+Street+West+Toronto,KING+STATION,1945
107+Jarvis+Street+Toronto,KING+STATION,484
Sherbourne+Street+Toronto,KING+STATION,1356
29+Leslie+Street+Toronto,KING+STATION,3282
2671+Islington+Avenue+Toronto,KING+STATION,15488
502+Spadina+Ave.+Toronto,KING+STATION,2130
191+Spadina+Road+Toronto,KING+STATION,3243
95+Wellesley+St.+E.+Toronto,KING+STATION,1654
23+Grange+Road+Toronto,KING+STATION,1141
875+Queen+St+E+Toronto,KING+STATION,2322
7+Vanauley+Street+Toronto,KING+STATION,1475
21+Walmer+Rd.+Toronto,KING+STATION,2944
80+Woodlawn+Ave.+East+Toronto,KING+STATION,3130
6+Warrendale+Court+Etobicoke,KING+STATION,16534
348+Davenport+Rd.+Toronto,KING+STATION,2960
167+College+Street+Toronto,KING+STATION,1658
702+Kennedy+Road+Scarborough,KING+STATION,10944
265+Queens+Drive+Toronto,KING+STATION,10872
248+Dufferin+Street+Toronto,KING+STATION,3158
177+Caledonia+Rd+Toronto,KING+STATION,6922
747+Warden+Ave+Toronto,KING+STATION,9634
100+Lippincott+Street+Toronto,KIPLING+STATION,8987
973+Lansdowne+Avenue+Toronto,KIPLING+STATION,7040
43+Christie+Street+Toronto,KIPLING+STATION,8021
1229+Ellesmere+Road+Toronto,KIPLING+STATION,22537
1651+Sheppard+Ave+West+Toronto,KIPLING+STATION,11758
4222+Kingston+Road+Toronto,KIPLING+STATION,24366
38+Bathrust+St+Toronto,KIPLING+STATION,9561
291+Sherbourne+Street+Toronto,KIPLING+STATION,11259
3306+Kingston+Road+Toronto,KIPLING+STATION,21518
339+George+Street+Toronto,KIPLING+STATION,11197
129+Peter+St+Toronto,KIPLING+STATION,9894
674+Dundas+St.+W+Toronto,KIPLING+STATION,9052
616+Vaughan+Road+Toronto+Toronto,KIPLING+STATION,8822
20+Gerrard+Street+East+Toronto,KIPLING+STATION,10624
2714+Danforth+Avenue+Toronto,KIPLING+STATION,15475
349+George+Street+Toronto,KIPLING+STATION,11123
60+Brant+Street+Toronto,KIPLING+STATION,9596
360+Lesmill+Road+North+York,KIPLING+STATION,18732
25+Canterbury+Place+North+York,KIPLING+STATION,17039
"490+Sherbourne+Street,+2nd+floor+Toronto",KIPLING+STATION,10959
512+Jarvis+St.+Toronto,KIPLING+STATION,10653
86+Lombard+St.+Toronto,KIPLING+STATION,11201
1161+Caledonia+Road+Toronto,KIPLING+STATION,9625
412+Queen+Street+East+Toronto,KIPLING+STATION,11851
702+Kennedy+Rd+Toronto,KIPLING+STATION,19834
1322+Bloor+Street+West+Toronto,KIPLING+STATION,6347
3576+St.+Clair+Avenue+East+Scarborough,KIPLING+STATION,19121
805A+Wellington+Street+W+Toronto,KIPLING+STATION,9123
422+Gilbert+Avenue+Toronto,KIPLING+STATION,7680
1076+Pape+Avenue+Toronto,KIPLING+STATION,13218
14+Vaughan+Road+Toronto,KIPLING+STATION,8882
558+Bathurst+Street+Toronto,KIPLING+STATION,8941
126+Pape+Avenue+Toronto,KIPLING+STATION,13497
60+Newcastle+Street+Toronto,KIPLING+STATION,4009
70+Gerrard+St.+E.+Toronto,KIPLING+STATION,10836
3410+Bayview+Avenue+Toronto,KIPLING+STATION,20289
525+Bloor+Street+East+Toronto,KIPLING+STATION,10753
87+Pembroke+St+Toronto,KIPLING+STATION,11198
101+Ontario+Street+Toronto,KIPLING+STATION,11587
2808+Dundas+St+W+Toronto,KIPLING+STATION,5974
723+Queen+Street+West+Toronto,KIPLING+STATION,9013
107+Jarvis+Street+Toronto,KIPLING+STATION,11283
Sherbourne+Street+Toronto,KIPLING+STATION,11170
29+Leslie+Street+Toronto,KIPLING+STATION,14022
2671+Islington+Avenue+Toronto,KIPLING+STATION,9282
502+Spadina+Ave.+Toronto,KIPLING+STATION,9347
191+Spadina+Road+Toronto,KIPLING+STATION,9343
95+Wellesley+St.+E.+Toronto,KIPLING+STATION,10663
23+Grange+Road+Toronto,KIPLING+STATION,9910
875+Queen+St+E+Toronto,KIPLING+STATION,13062
7+Vanauley+Street+Toronto,KIPLING+STATION,9535
21+Walmer+Rd.+Toronto,KIPLING+STATION,8870
80+Woodlawn+Ave.+East+Toronto,KIPLING+STATION,10941
6+Warrendale+Court+Etobicoke,KIPLING+STATION,9395
348+Davenport+Rd.+Toronto,KIPLING+STATION,9819
167+College+Street+Toronto,KIPLING+STATION,9745
702+Kennedy+Road+Scarborough,KIPLING+STATION,19834
265+Queens+Drive+Toronto,KIPLING+STATION,7659
248+Dufferin+Street+Toronto,KIPLING+STATION,8169
177+Caledonia+Rd+Toronto,KIPLING+STATION,7013
747+Warden+Ave+Toronto,KIPLING+STATION,18302
100+Lippincott+Street+Toronto,LANSDOWNE+STATION,641035
973+Lansdowne+Avenue+Toronto,LANSDOWNE+STATION,639915
43+Christie+Street+Toronto,LANSDOWNE+STATION,640897
1229+Ellesmere+Road+Toronto,LANSDOWNE+STATION,656073
1651+Sheppard+Ave+West+Toronto,LANSDOWNE+STATION,646129
4222+Kingston+Road+Toronto,LANSDOWNE+STATION,656745
38+Bathrust+St+Toronto,LANSDOWNE+STATION,640502
291+Sherbourne+Street+Toronto,LANSDOWNE+STATION,642978
3306+Kingston+Road+Toronto,LANSDOWNE+STATION,653951
339+George+Street+Toronto,LANSDOWNE+STATION,642836
129+Peter+St+Toronto,LANSDOWNE+STATION,641031
674+Dundas+St.+W+Toronto,LANSDOWNE+STATION,640814
616+Vaughan+Road+Toronto+Toronto,LANSDOWNE+STATION,642760
20+Gerrard+Street+East+Toronto,LANSDOWNE+STATION,642454
2714+Danforth+Avenue+Toronto,LANSDOWNE+STATION,648351
349+George+Street+Toronto,LANSDOWNE+STATION,642883
60+Brant+Street+Toronto,LANSDOWNE+STATION,640733
360+Lesmill+Road+North+York,LANSDOWNE+STATION,652420
25+Canterbury+Place+North+York,LANSDOWNE+STATION,651297
"490+Sherbourne+Street,+2nd+floor+Toronto",LANSDOWNE+STATION,643367
512+Jarvis+St.+Toronto,LANSDOWNE+STATION,643183
86+Lombard+St.+Toronto,LANSDOWNE+STATION,642339
1161+Caledonia+Road+Toronto,LANSDOWNE+STATION,643819
412+Queen+Street+East+Toronto,LANSDOWNE+STATION,642988
702+Kennedy+Rd+Toronto,LANSDOWNE+STATION,652821
1322+Bloor+Street+West+Toronto,LANSDOWNE+STATION,639223
3576+St.+Clair+Avenue+East+Scarborough,LANSDOWNE+STATION,651882
805A+Wellington+Street+W+Toronto,LANSDOWNE+STATION,639896
422+Gilbert+Avenue+Toronto,LANSDOWNE+STATION,641619
1076+Pape+Avenue+Toronto,LANSDOWNE+STATION,646094
14+Vaughan+Road+Toronto,LANSDOWNE+STATION,642526
558+Bathurst+Street+Toronto,LANSDOWNE+STATION,641034
126+Pape+Avenue+Toronto,LANSDOWNE+STATION,644679
60+Newcastle+Street+Toronto,LANSDOWNE+STATION,634096
70+Gerrard+St.+E.+Toronto,LANSDOWNE+STATION,642676
3410+Bayview+Avenue+Toronto,LANSDOWNE+STATION,654213
525+Bloor+Street+East+Toronto,LANSDOWNE+STATION,643628
87+Pembroke+St+Toronto,LANSDOWNE+STATION,642851
101+Ontario+Street+Toronto,LANSDOWNE+STATION,642724
2808+Dundas+St+W+Toronto,LANSDOWNE+STATION,639252
723+Queen+Street+West+Toronto,LANSDOWNE+STATION,640150
107+Jarvis+Street+Toronto,LANSDOWNE+STATION,642421
Sherbourne+Street+Toronto,LANSDOWNE+STATION,643033
29+Leslie+Street+Toronto,LANSDOWNE+STATION,645159
2671+Islington+Avenue+Toronto,LANSDOWNE+STATION,643653
502+Spadina+Ave.+Toronto,LANSDOWNE+STATION,641395
191+Spadina+Road+Toronto,LANSDOWNE+STATION,642284
95+Wellesley+St.+E.+Toronto,LANSDOWNE+STATION,643009
23+Grange+Road+Toronto,LANSDOWNE+STATION,641348
875+Queen+St+E+Toronto,LANSDOWNE+STATION,644199
7+Vanauley+Street+Toronto,LANSDOWNE+STATION,640673
21+Walmer+Rd.+Toronto,LANSDOWNE+STATION,641745
